SMILES,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20
CCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.0605,,,,,
CCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.1871,,,,,
CCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.2076,32.0,,,39.97,
CCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.6576,,,,,
CCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,1.4634,,,,,
CCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.5986,,,,,
CCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.5086,,,,,
CCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.5817,,,,,
CCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.8601,,,,,
CCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.4318,,,,,
CCCCCCCC[N+](C)(C)CCc1c(CC)cccc1[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.6289,,,,,
CCCCCCCC[N+](C)(C)CCc1ccc(CC)cc1[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.6108,,,,,
CCCCCCCC[N+](C)(C)CCc1cccc(CC)c1[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.6459,,,,,
CCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25.0,0.7959,,,,,
CCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.67571754470231,,,,,
CCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25.0,1.09097914578884,,,,,
CCCC[N+](C)(C)CCOCC[N+](C)(C)CCCC.[Br-].[Br-],gemini cationic,25.0,0.79997073344623,,,,,
CCCCCCCCCCCCOCC(O)C[N+](C)(C)CC(O)C[N+](C)(C)CC(O)COCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.6345120151091,31.3,,,40.67,
CCCCCCCCCCCCOCC(O)C[N+](C)(C)CC(O)C[N+](C)(C)CC(O)C[N+](C)(C)CC(O)COCCCCCCCCCCCC.COS(=O)(=O)[O-].[Cl-].[Cl-],gemini cationic,25.0,3.50445566245355,32.6,,,39.37,
CCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.45099673797421,,,,,
CCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,2.07499749231902,,,,,
CCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.10601643278815,,,,,
CCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.63096977819085,,,,,
CCCCCCCCCCC(CSCCCCSCC(CCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,3.50905879464321,,,,,
CCCCCCCCCCC(CSCCCSCC(CCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,2.45605605751709,,,,,
CCCCCCCCCCC(CSCCSCC(CCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,3.39804859586648,,,,,
CCCCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.20197120659593,,,,,
CCCCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.22797183467515,,,,,
CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)(C[n+]1ccn(C)c1)C[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,3.58703572800334,,,,,
CCCCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.85108900689064,,,,,
CCCCCCCCCCCCC(=O)OCC[n+]1ccc(CCCc2cc[n+](CCOC(=O)CCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,3.72399801003795,,,,,
CCCCCCCCCCCCC(=O)OCC[n+]1ccc(CCCc2cc[n+](CCOC(=O)CCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,25.0,3.40804544495326,,,,,
CCCCCCCCCCCCC(CSCCCCSCC(CCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,4.14898639317633,,,,,
CCCCCCCCCCCCC(CSCCCSCC(CCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,4.07099001450604,,,,,
CCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCC)[n+]1ccccc1)[n+]1ccccc1.[Br-].[Br-],gemini cationic,25.0,4.0,,,,,
CCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,4.0,,,,,
CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)(C[n+]1ccn(C)c1)C[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,3.92118081690115,,,,,
CCCCCCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.90308998699194,,,,,
CCCCCCCCCCCCCCC(=O)OCC[n+]1ccc(CCCc2cc[n+](CCOC(=O)CCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,3.85698519974591,,,,,
CCCCCCCCCCCCCCC(=O)OCC[n+]1ccc(CCCc2cc[n+](CCOC(=O)CCCCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,25.0,3.75696195131371,,,,,
CCCCCCCCCCCCCCC(CSCCCCSCC(CCCCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,4.69897000433602,,,,,
CCCCCCCCCCCCCCC(CSCCCSCC(CCCCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,4.6779875614176,,,,,
CCCCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCCCC)[n+]1ccccc1)[n+]1ccccc1.[Br-].[Br-],gemini cationic,25.0,4.52302353424047,,,,,
CCCCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,4.65797231191253,,,,,
CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)(C[n+]1ccn(C)c1)C[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,4.37695756575362,,,,,
CCCCCCCCCCCCCCCCC(=O)OCC[n+]1ccc(CCCc2cc[n+](CCOC(=O)CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.44405956218149,,,,,
CCCCCCCCCCCCCCCCC(=O)OCC[n+]1ccc(CCCc2cc[n+](CCOC(=O)CCCCCCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,25.0,4.26003230324049,,,,,
CCCCCCCCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,4.97881070093006,,,,,
CCCCCCCCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25.0,4.77989191195995,,,,,
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)C(O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.30102999566398,,,,,
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25.0,3.08097423541264,,,,,
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.1739900222089,,,,,
CCCCCCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,4.35704112059021,,,,,
CCCCCCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25.0,4.22402566887063,,,,,
CCCCCCCCCCCCCCCC[N+]1(CCCC[N+]2(CCCCCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,4.53805150479624,37.6,,,34.37,
CCCCCCCCCCCCCCOC(=O)C[n+]1ccc(CCCc2cc[n+](CC(=O)OCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,3.91685585685695,,,,,
CCCCCCCCCCCCCCOc1ccc[n+](CC(O)C[n+]2cccc(OCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,4.56895805466411,,,,,
CCCCCCCCCCCCCCOc1ccc[n+](CCC[n+]2cccc(OCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,4.2839966563652,,,,,
CCCCCCCCCCCCCCOc1ccc[n+](CC[n+]2cccc(OCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,4.46903231842809,,,,,
CCCCCCCCCCCCCC[N+](C)(C)CC(O)C(O)C[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.07099001450604,,,,,
CCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25.0,2.29200425357707,,,,,
CCCCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.88605664769316,,,,,
CCCCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25.0,3.68402965454308,,,,,
CCCCCCCCCCCCCC[N+]1(CCCC[N+]2(CCCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.88605664769316,38.0,,,33.97,
CCCCCCCCCCCCCCn1cc[n+](CC(O)C[n+]2ccn(CCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.97387548325455,,,,,
CCCCCCCCCCCCCCn1cc[n+](CCCC[n+]2ccn(CCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.92118081690115,,,,,
CCCCCCCCCCCCNC(=O)C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.79588001734408,,,,,
CCCCCCCCCCCCNC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)NCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.46903231842809,,,,,
CCCCCCCCCCCCOC(=O)C[N+](C)(C)C(=O)NCCCCCCNC(=O)[N+](C)(C)CC(=O)OCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.60205999132796,,,,,
CCCCCCCCCCCCOC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)OCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.49498575991589,,,,,
CCCCCCCCCCCCOC(=O)C[n+]1ccc(CCCc2cc[n+](CC(=O)OCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.44405956218149,,,,,
CCCCCCCCCCCCOc1ccc[n+](CC(O)C[n+]2cccc(OCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.82390874094432,,,,,
CCCCCCCCCCCCOc1ccc[n+](CCC[n+]2cccc(OCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.72101788313456,,,,,
CCCCCCCCCCCCOc1ccc[n+](CC[n+]2cccc(OCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.74496883665445,,,,,
CCCCCCCCCCCC[N+](C)(C)C(=O)NCCCCCCCCCCCCNC(=O)[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.65797231191253,,,,,
CCCCCCCCCCCC[N+](C)(C)C(=O)OCCCCCCOC(=O)[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.11401718864503,,,,,
CCCCCCCCCCCC[N+](C)(C)CC(O)C(O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.15502606185311,,,,,
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.12801864615663,38.0,,,33.97,
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.20502425594887,,,,,
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.25103713874384,,,,,
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.40604970473601,,,,,
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.50196527631297,35.0,,,36.97,
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.59894427422816,,,,,
CCCCCCCCCCCC[N+](C)(C)CCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.04599883231843,,,,,
CCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25.0,1.78994915012486,,,,,
CCCCCCCCCCCC[N+](C)(C)CCCNCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.93218548883816,,,,,
CCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.04100633496967,,,,,
CCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25.0,3.04997609347667,,,,,
CCCCCCCCCCCC[N+]1(CCCCCCCCCCCCCCCC[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,4.49498575991589,,,,,
CCCCCCCCCCCC[N+]1(CCCCCCCCCCCCCC[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,4.17999569319168,,,,,
CCCCCCCCCCCC[N+]1(CCCCCCCC[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.20802879897923,,,,,
CCCCCCCCCCCC[N+]1(CCCCCC[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.10801676914803,,,,,
CCCCCCCCCCCC[N+]1(CCCC[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.08097423541264,38.1,,,33.87,
CCCCCCCCCCCC[N+]1(CCC[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.17999569319168,,,,,
CCCCCCCCCCCC[n+]1ccccc1CCCCCCCCCCCCc1cccc[n+]1CCCCCCCCCCCC.CS(=O)(=O)[O-].CS(=O)(=O)[O-],gemini cationic,25.0,3.13000599987826,,,,,
CCCCCCCCCCCC[n+]1ccccc1CCCCCCCCc1cccc[n+]1CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,2.95506845385084,,,,,
CCCCCCCCCCCC[n+]1ccccc1CCCCc1cccc[n+]1CCCCCCCCCCCC.CS(=O)(=O)[O-].CS(=O)(=O)[O-],gemini cationic,25.0,2.71399287792053,,,,,
CCCCCCCCCCCC[n+]1ccccc1CCCCc1cccc[n+]1CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,2.89312945552135,,,,,
CCCCCCCCCCCC[n+]1ccccc1CCCc1cccc[n+]1CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.07701518429112,,,,,
CCCCCCCCCCCC[n+]1ccccc1CCCc1cccc[n+]1CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,2.82102305270683,,,,,
CCCCCCCCCCCC[n+]1ccccc1CCc1cccc[n+]1CCCCCCCCCCCC.CS(=O)(=O)[O-].CS(=O)(=O)[O-],gemini cationic,25.0,2.68402965454308,,,,,
CCCCCCCCCCCCn1cc[n+](CC(O)C[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.10801676914803,,,,,
CCCCCCCCCCCCn1cc[n+](CCCCCC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.13100309751286,,,,,
CCCCCCCCCCCCn1cc[n+](CCCC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.13697470377053,,,,,
CCCCCCCCCCCCn1cc[n+](CCC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.2759700270644,,,,,
CCCCCCCCCCCCn1cc[n+](CC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.19402364928244,,,,,
CCCCCCCCCCOc1ccc[n+](CC(O)C[n+]2cccc(OCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.0,,,,,
CCCCCCCCCC[N+](C)(C)CC(O)C(O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.43203309317685,,,,,
CCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,2.27498727465884,,,,,
CCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25.0,2.22497239990116,,,,,
CCCCCCCCCC[N+]1(CCCC[N+]2(CCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,2.24003014244569,39.1,,,32.87,
CCCCCCCCCCc1cccc[n+]1CCCCCC[n+]1ccccc1CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.66594855965311,,,,,
CCCCCCCCCCc1cccc[n+]1CCCC[n+]1ccccc1CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.0,,,,,
CCCCCCCCCCn1cc[n+](CC(O)C[n+]2ccn(CCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.5970511706556,,,,,
CCCCCCCCCCn1cc[n+](CCCC[n+]2ccn(CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,2.29499204066666,,,,,
CCCCCCCCCCn1cc[n+](CCC[n+]2ccn(CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,2.4719836588108,,,,,
CCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25.0,1.32102662408023,,,,,
CS(=O)(=O)[O-].CS(=O)(=O)[O-].FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccccc1CCCCCCCCCCCCc1cccc[n+]1CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,gemini cationic,25.0,2.97881070093006,,,,,
CS(=O)(=O)[O-].CS(=O)(=O)[O-].FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccccc1CCCCCCCCc1cccc[n+]1CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,gemini cationic,25.0,2.85387196432176,,,,,
CS(=O)(=O)[O-].CS(=O)(=O)[O-].FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccccc1CCCCc1cccc[n+]1CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,gemini cationic,25.0,2.71399287792053,,,,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccccc1CCCCCCCCCCCCc1cccc[n+]1CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-].[Cl-],gemini cationic,25.0,2.95900230757651,,,,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccccc1CCCCCCCCc1cccc[n+]1CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-].[Cl-],gemini cationic,25.0,2.88907375773358,,,,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccccc1CCCCc1cccc[n+]1CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-].[Cl-],gemini cationic,25.0,2.73002032335468,,,,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccccc1CCCc1cccc[n+]1CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-].[Cl-],gemini cationic,25.0,2.71896663275227,,,,,
C(=Nc1cc[n+](CCCCCCCCCCCC[n+]2ccc(N=Cc3ccccc3)cc2)cc1)c1ccccc1.[Br-].[Br-],gemini cationic,,,41.0,,,,
C(=Nc1cc[n+](CCCCCC[n+]2ccc(N=Cc3ccccc3)cc2)cc1)c1ccccc1.[Br-].[Br-],gemini cationic,,,47.0,,,,
C(=Nc1cc[n+](CC[n+]2ccc(N=Cc3ccccc3)cc2)cc1)c1ccccc1.[Br-].[Br-],gemini cationic,,,50.0,,,,
C=CC(O)OC(C[N+](C)(C)CCCCCCCCCCCC)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,31.6,,,,
CCCCCCCC1=NCC[N+]1(CCCCCC[N+]1(CCNCCN)CCN=C1CCCCCCC)CCNCCN.[Br-].[Br-],gemini cationic,,,27.4,,,,
CCCCCCCCC(=O)OCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCOC(=O)CCCCCCCC.[Cl-].[Cl-],gemini cationic,,,34.0,,,,
CCCCCCCCCC(CCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCC(CCCCCCCCC)c1cc(C)cc(C)c1)c1cc(C)cc(C)c1.[Br-].[Br-],gemini cationic,,,44.7,,,,
CCCCCCCCCC(CCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCC(CCCCCCCCC)c1cc(C)cc(C)c1)c1cc(C)cc(C)c1.[Br-].[Br-],gemini cationic,,,45.8,,,,
CCCCCCCCCCC(=O)OCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCOC(=O)CCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,34.0,,,,
CCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,30.0,,,,
CCCCCCCCCCCC(=O)NC(CCCNC(=[N+])N)C(=O)NCCCCCCCCCNC(=O)C(CCCNC(=[N+])N)NC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,36.0,,,,
CCCCCCCCCCCC(=O)NC(CCCNC(=[N+])N)C(=O)NCCCCCCNC(=O)C(CCCNC(=[N+])N)NC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,34.0,,,,
CCCCCCCCCCCC(=O)NC(CCCNC(=[N+])N)C(=O)NCCCNC(=O)C(CCCNC(=[N+])N)NC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,36.0,,,,
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,38.4,,,,
CCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCC.[Cl-].[Cl-],gemini cationic,,,30.4,,,,
CCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,36.2,,,,
CCCCCCCCCCCC(C)[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,41.4,,,,
CCCCCCCCCCCC(C)[N+](C)(C)CCCCCCCCCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,43.3,,,,
CCCCCCCCCCCC(C)[N+](C)(C)CCCCCCCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,43.3,,,,
CCCCCCCCCCCC(C)[N+](C)(C)CCCCCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,40.8,,,,
CCCCCCCCCCCC(C)[N+](C)(C)CCCCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,41.0,,,,
CCCCCCCCCCCC(C)[N+](C)(C)CCCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,39.4,,,,
